AnimalID,NameBinary,NameLen,NameFreq,AnimalTypeBinary,AgeuponOutcomeProc,AgePrec,Month,Day,Hour,TimeOfDayPrec,YearPeriodPrec,Weekday,DayName,Intact,Sex,BreedPrec,ColorPrec,OutcomeTypePrec
A718364,1,5,2,1,730,3,1,24,17,3,1,1,6,1,0,79,27,1
A669046,1,4,61,1,365,3,12,17,11,2,5,0,1,1,0,80,2,4
A682115,1,6,1,1,60,1,6,28,11,2,4,1,5,0,0,7,27,5
A695664,1,5,4,1,365,3,1,30,12,2,1,0,4,1,1,18,2,4
A708738,1,10,1,0,365,2,11,29,17,3,2,1,6,1,0,106,23,1
A669842,1,5,31,1,730,3,1,3,14,2,1,0,4,0,1,75,27,5
A674941,0,3,10916,0,1,1,3,20,16,3,1,0,3,0,0,106,25,5
A681247,1,6,4,0,60,1,7,10,19,3,4,0,3,1,0,109,25,1
A704946,0,3,10916,0,730,2,6,12,9,1,4,0,4,0,1,106,13,5
A713768,1,4,40,1,1095,3,11,23,11,2,2,0,0,1,1,37,25,1
A705987,1,5,125,1,365,3,7,5,17,3,4,1,6,1,1,28,26,4
A681461,1,5,15,1,3650,5,6,17,16,3,4,0,1,0,0,37,27,4
A708131,1,5,24,1,180,1,7,27,18,3,4,0,0,1,1,80,11,1
A712590,1,5,1,0,30,1,10,15,18,3,2,0,3,0,1,106,21,2
A675334,1,9,1,0,365,2,4,16,15,2,3,0,2,1,0,84,23,1
A666654,1,5,195,1,1095,3,5,1,17,3,3,0,3,1,0,97,25,1
A504813,1,4,6,1,3285,5,12,1,16,3,5,0,0,1,0,25,6,4
A718600,1,4,57,1,1095,3,1,4,11,2,1,0,0,0,0,60,6,4
A680441,0,3,10916,1,60,1,6,6,18,3,4,0,4,1,0,80,11,1
A664507,0,3,10916,1,300,2,10,10,12,2,2,0,3,0,0,24,25,5
A705637,1,4,5,1,180,1,6,19,0,4,4,0,4,2,2,7,2,5
A652796,1,7,26,1,1095,3,2,18,17,3,1,0,2,1,1,30,7,1
A678068,0,3,10916,1,730,3,5,7,13,2,3,0,2,1,1,28,25,5
A716947,1,4,6,1,365,3,12,12,15,2,5,1,5,1,0,38,1,1
A716004,1,7,1,1,330,2,12,27,16,3,5,1,6,1,1,35,6,5
A706424,0,3,10916,0,14,1,6,28,17,3,4,1,6,2,2,106,26,5
A517675,1,6,17,1,4015,5,9,20,13,2,2,1,6,1,0,99,2,1
A700435,0,3,10916,1,60,1,4,17,17,3,3,0,4,1,1,97,3,1
A691121,1,7,1,1,365,3,11,11,15,2,2,0,1,1,0,14,17,5
A701201,1,6,1,1,365,3,5,23,17,3,3,1,5,1,1,10,27,5
A693745,1,5,52,1,180,1,1,22,10,1,1,0,3,1,0,80,25,1
A679067,1,6,21,0,90,1,7,13,7,1,4,1,6,1,0,106,25,1
A707255,1,8,7,1,4745,5,7,13,13,2,4,0,0,1,0,97,3,3
A692263,0,3,10916,0,730,2,11,25,18,3,2,0,1,0,1,106,27,5
A708955,0,3,10916,1,120,1,8,7,19,3,4,0,4,1,1,80,6,1
A706170,1,4,7,1,730,3,6,25,19,3,4,0,3,0,1,60,27,4
A706464,1,5,7,1,365,3,8,17,16,3,4,0,0,1,0,60,25,1
A717613,0,3,10916,0,365,2,12,15,19,3,5,0,1,1,0,106,25,5
A707772,1,6,3,1,365,3,7,18,11,2,4,1,5,0,0,79,9,4
A687309,0,3,10916,1,120,1,9,7,16,3,2,1,6,1,1,73,21,5
A685901,0,3,10916,0,120,1,8,16,9,1,4,1,5,0,0,55,4,5
A459845,1,8,43,0,2555,4,5,5,13,2,3,0,0,1,0,43,8,4
A676581,1,3,1,1,3285,5,4,13,12,2,3,1,6,1,0,28,7,4
A712659,1,8,43,1,730,3,2,2,9,1,1,0,1,1,0,60,2,1
A674617,1,5,7,1,90,1,3,23,16,3,1,1,6,1,1,99,11,5
A382251,1,8,128,1,3650,5,11,8,19,3,2,1,5,1,0,97,25,4
A711043,1,6,18,0,1095,3,9,8,12,2,2,0,1,1,0,106,5,5
A668869,1,4,11,0,365,2,12,11,10,1,5,0,2,1,1,106,7,4
A679667,0,3,10916,1,30,1,6,17,13,2,4,0,1,1,1,97,27,5
A675517,1,6,63,0,30,1,5,16,19,3,3,0,4,0,0,106,27,1
A682789,1,6,3,1,730,3,7,7,17,3,4,0,0,1,0,97,27,1
A709554,1,6,1,1,730,3,8,14,12,2,4,0,4,1,1,79,6,1
A679578,1,4,7,1,730,3,7,13,13,2,4,1,6,1,1,73,27,1
A711151,1,6,10,0,150,1,9,18,13,2,2,0,4,1,0,109,4,5
A694396,1,4,3,1,210,2,1,4,13,2,1,1,6,1,1,31,6,5
A676216,0,3,10916,1,60,1,4,10,18,3,3,0,3,1,1,97,9,1
A671590,1,5,5,1,240,2,2,1,17,3,1,1,5,1,1,97,26,1
A630325,1,6,2,1,1825,5,11,17,17,3,2,0,0,1,0,28,11,1
A665215,1,4,88,1,180,1,10,18,15,2,2,0,4,0,0,80,3,4
A718390,0,3,10916,0,365,2,1,8,18,3,1,0,4,1,0,109,13,5
A693970,0,3,10916,1,14,1,12,27,11,2,5,1,5,0,0,60,26,4
A668336,0,3,10916,1,30,1,12,2,15,2,5,0,0,0,0,60,27,5
A668173,1,5,37,1,365,3,12,5,12,2,5,0,3,1,0,99,25,5
A688060,0,3,10916,1,1460,5,9,17,17,3,2,0,2,1,1,79,22,1
A687774,1,9,3,0,365,2,9,2,15,2,2,0,2,1,0,106,27,1
A669068,1,8,1,1,90,1,12,16,12,2,5,0,0,1,0,37,27,1
A709365,1,7,3,0,60,1,9,12,16,3,2,1,5,1,1,106,25,1
A685769,1,7,1,1,90,1,8,14,11,2,4,0,3,0,0,60,27,5
A690202,1,5,1,1,2190,5,10,16,12,2,2,0,3,1,0,18,15,4
A699719,1,3,29,1,150,1,7,6,18,3,4,0,0,1,1,18,27,4
A675032,1,6,1,1,60,1,3,28,12,2,1,0,4,1,0,28,17,1
A666080,1,3,10,1,2920,5,11,6,11,2,2,0,2,1,0,97,27,4
A702272,1,3,43,1,365,3,5,17,17,3,3,1,6,1,0,79,6,1
A721108,1,5,111,1,365,3,2,21,15,2,1,1,6,1,1,38,22,4
A707454,1,5,8,0,90,1,7,18,19,3,4,1,5,1,1,106,21,1
A701418,1,6,63,1,730,3,11,7,17,3,2,1,5,1,0,97,27,1
A700458,0,3,10916,0,14,1,4,14,14,2,3,0,1,0,0,106,13,5
A675903,1,5,4,1,365,3,7,8,18,3,4,0,1,1,0,97,27,1
A708711,0,3,10916,0,14,1,7,30,18,3,4,0,3,0,0,106,4,5
A709916,1,7,1,0,210,2,9,28,14,2,2,0,0,1,1,110,13,1
A669870,0,3,10916,1,60,1,1,13,18,3,1,0,0,1,0,97,11,1
A686215,1,4,7,0,60,1,10,3,15,2,2,0,4,1,0,106,2,5
A709864,1,6,4,1,365,3,8,25,15,2,4,0,1,1,0,97,6,5
A670495,1,9,1,1,730,3,3,31,12,2,1,0,0,1,1,94,25,1
A670407,1,6,51,1,1095,3,4,25,14,2,3,0,4,1,1,60,25,1
A687582,1,4,7,1,240,2,12,1,18,3,5,0,0,1,0,37,27,1
A680895,1,6,1,1,1825,5,6,13,16,3,4,0,4,1,1,37,1,4
A686530,1,6,50,1,365,3,9,17,18,3,2,0,2,1,1,40,2,1
A668056,0,3,10916,1,365,3,12,1,17,3,5,1,6,1,1,25,26,5
A663802,1,4,28,1,365,3,10,12,16,3,2,1,5,1,1,40,27,1
A699917,0,3,10916,1,60,1,4,8,0,4,3,0,2,1,0,37,27,1
A668214,1,4,1,1,365,3,12,8,18,3,5,1,6,1,1,97,26,1
A686887,0,3,10916,0,90,1,10,24,12,2,2,0,4,1,0,106,5,1
A682595,1,10,1,1,2555,5,6,30,19,3,4,0,0,1,0,37,11,4
A719421,1,7,24,0,365,2,1,29,13,2,1,0,4,1,0,106,23,5
A706131,1,4,3,1,730,3,7,1,17,3,4,0,2,1,1,28,26,1
A515661,1,5,1,1,3285,5,4,24,12,2,3,0,4,1,0,28,2,4
A706377,1,6,63,1,1825,5,7,9,15,2,4,0,3,1,0,60,2,5
A704741,1,5,148,1,365,3,7,10,15,2,4,0,4,1,0,97,27,1
A709628,0,3,10916,0,365,2,8,12,9,1,4,0,2,2,2,106,25,5
A677170,1,6,34,1,730,3,4,30,17,3,3,0,2,1,1,21,2,4
A714566,1,6,2,1,365,3,10,27,17,3,2,0,1,1,0,20,9,1
A672897,0,3,10916,1,120,1,2,19,14,2,1,0,2,0,0,60,2,5
A676925,1,4,108,1,60,1,4,24,18,3,3,0,3,1,0,7,2,1
A704774,1,5,15,0,90,1,8,29,17,3,4,1,5,1,1,114,26,1
A663863,1,4,7,1,365,3,2,9,13,2,1,1,6,1,0,97,25,1
A674109,1,6,10,1,90,1,4,22,13,2,3,0,1,1,0,80,25,1
A705215,0,3,10916,0,21,1,6,14,17,3,4,1,6,2,2,106,25,5
A668721,1,5,12,1,2920,5,12,18,11,2,5,0,2,0,1,18,2,5
A667576,1,3,6,0,60,1,12,31,17,3,5,0,1,0,0,106,27,5
A704444,0,3,10916,1,28,1,6,5,13,2,4,0,4,0,1,97,25,5
A703477,0,3,10916,0,30,1,5,25,14,2,3,0,0,0,1,106,25,3
A719767,1,5,1,1,365,3,2,1,18,3,1,0,0,1,0,61,25,1
A704318,0,3,10916,0,21,1,6,5,10,1,4,0,4,0,1,106,13,5
A675164,1,4,2,1,2920,5,9,9,17,3,2,0,2,1,1,37,1,4
A716706,0,3,10916,1,60,1,12,27,0,4,5,1,6,0,1,79,2,5
A677766,1,12,1,1,365,3,5,7,17,3,3,0,2,1,1,37,27,1
A708011,1,3,3,0,3,1,7,24,13,2,4,0,4,0,1,106,25,5
A666685,0,3,10916,1,90,1,11,5,19,3,2,0,1,0,1,79,25,4
A614684,1,4,47,0,3650,4,11,15,13,2,2,0,4,1,0,106,25,1
A669485,1,6,3,1,730,3,12,25,12,2,5,0,2,0,1,5,2,3
A713851,1,6,41,0,60,1,10,19,19,3,2,0,0,1,1,109,21,1
A699092,0,3,10916,0,1825,3,3,24,19,3,1,0,1,1,1,106,27,3
A667337,1,7,1,0,60,1,12,2,16,3,5,0,0,1,0,106,4,5
A678356,0,3,10916,1,60,1,5,11,11,2,3,1,6,0,0,37,25,5
A694452,0,3,10916,0,21,1,12,29,10,1,5,0,0,0,0,106,25,5
A714668,1,6,16,1,3650,5,10,27,19,3,2,0,1,1,0,80,3,4
A714218,1,6,8,0,60,1,12,2,19,3,5,0,2,1,0,114,4,1
A685008,0,3,10916,1,150,1,8,7,17,3,4,0,3,1,1,27,27,1
A706580,1,5,19,1,1460,5,8,25,8,1,4,0,1,1,0,13,2,1
A698387,0,3,10916,1,365,3,3,14,17,3,1,1,5,1,0,79,25,1
A666443,1,5,10,1,730,3,11,1,16,3,2,0,4,1,0,60,25,5
A695770,1,4,49,0,60,1,1,23,17,3,1,0,4,1,0,106,7,1
A678746,0,3,10916,1,730,3,5,16,17,3,3,0,4,0,1,79,6,5
A667230,1,6,58,1,60,1,12,6,16,3,5,0,4,1,1,97,2,1
A704799,0,3,10916,0,21,1,6,20,12,2,4,1,5,0,0,106,26,5
A712059,1,6,9,1,1095,3,10,17,14,2,2,1,5,1,1,7,27,3
A707827,0,3,10916,0,60,1,7,23,16,3,4,0,3,1,1,106,25,1
A683772,1,6,1,0,30,1,7,24,20,4,4,0,3,1,0,106,26,1
A700334,1,6,13,1,365,3,5,7,16,3,3,0,3,1,1,27,17,1
A392615,1,4,18,1,3650,5,7,26,15,2,4,1,6,1,1,29,25,4
A675885,1,4,5,1,60,1,5,31,19,3,3,1,5,1,0,80,25,1
A515112,1,6,5,1,2920,5,4,22,14,2,3,0,1,1,1,74,25,4
A713283,1,9,14,1,730,3,10,12,18,3,2,0,0,1,0,98,25,1
A710703,1,5,1,1,365,3,9,14,12,2,2,0,0,1,0,73,17,5
A683742,0,3,10916,0,7,1,7,14,19,3,4,0,0,2,2,106,25,5
A696532,1,7,8,1,240,2,2,17,11,2,1,0,1,1,1,25,22,1
A718467,1,5,125,1,1095,3,1,3,12,2,1,1,6,1,1,18,21,4
A673384,1,5,111,1,4380,5,3,13,11,2,1,0,3,1,1,79,25,4
A705076,1,3,3,0,1095,3,6,17,12,2,4,0,2,0,0,106,4,5
A719987,1,5,111,0,730,2,2,7,14,2,1,1,6,0,1,106,13,5
A695639,1,4,61,1,730,3,1,30,15,2,1,0,4,1,0,79,27,4
A701961,0,3,10916,1,60,1,5,13,17,3,3,0,2,1,0,37,27,1
A665065,0,3,10916,0,7,1,10,13,15,2,2,1,6,2,2,109,27,5
A705937,0,3,10916,1,30,1,6,26,0,4,4,0,4,1,1,79,27,1
A669102,1,6,24,1,1460,5,12,18,18,3,5,0,2,1,1,18,2,1
A716167,1,5,31,0,60,1,11,27,18,3,2,0,4,1,0,106,5,1
A698635,0,3,10916,0,180,1,3,20,11,2,1,0,4,0,0,114,23,3
A702268,0,3,10916,0,365,2,5,12,9,1,3,0,1,2,2,106,27,5
A713829,1,6,41,0,90,1,12,16,16,3,5,0,2,0,1,106,26,1
A703246,1,6,1,0,60,1,5,26,18,3,3,0,1,0,0,106,4,1
A695939,1,7,2,1,270,2,7,22,16,3,4,0,2,1,0,7,9,4
A666357,1,9,6,0,1095,3,11,24,15,2,2,1,6,1,1,106,27,5
A708432,1,7,4,0,30,1,9,21,15,2,2,0,0,0,0,106,27,5
A688995,0,3,10916,0,150,1,9,28,9,1,2,1,6,0,0,106,25,5
A681284,1,5,39,1,90,1,6,26,11,2,4,0,3,1,0,40,6,5
A683882,1,7,1,1,2555,5,8,7,18,3,4,0,3,1,1,97,27,1
A696928,1,6,33,0,730,2,7,3,12,2,4,0,4,1,1,106,27,5
A716083,1,5,3,1,270,2,11,14,13,2,2,1,5,0,1,11,27,4
A712368,0,3,10916,0,60,1,10,4,12,2,2,1,6,1,1,106,25,1
A673590,1,5,2,1,365,3,3,4,17,3,1,0,1,1,0,74,3,4
A687720,1,6,16,1,150,1,9,14,18,3,2,1,6,1,0,8,25,1
A520040,1,4,28,1,2190,5,7,22,17,3,4,0,1,1,0,40,27,4
A692621,1,5,18,1,30,1,11,24,17,3,2,0,0,0,1,25,25,5
A687614,1,5,57,1,1095,3,9,21,17,3,2,1,6,1,0,73,17,1
A691430,0,3,10916,0,120,1,11,5,9,1,2,0,2,0,1,106,21,5
A500361,1,4,108,1,3285,5,8,27,10,1,4,0,2,1,0,37,27,1
A664848,1,6,5,1,2190,5,3,9,19,3,1,1,6,1,0,80,22,1
A715309,1,4,88,1,730,3,1,23,16,3,1,1,5,1,0,18,3,1
A688101,0,3,10916,0,14,1,9,14,19,3,2,1,6,2,2,106,25,5
A674665,1,7,1,0,1095,3,3,24,13,2,1,0,0,1,1,106,27,4
A684374,1,5,6,1,120,1,7,27,11,2,4,1,6,0,0,7,27,5
A669133,1,1,2,1,1460,5,3,11,14,2,1,0,1,1,1,60,27,3
A671230,0,3,10916,1,60,1,1,25,17,3,1,1,5,1,0,91,27,1
A685270,0,3,10916,1,30,1,8,10,13,2,4,1,6,0,0,60,11,5
A665438,1,7,3,1,730,3,10,24,13,2,2,0,3,1,0,40,18,1
A688551,1,5,15,0,120,1,12,28,13,2,5,1,6,0,1,84,25,1
A719336,1,4,1,1,365,3,1,25,16,3,1,0,0,1,1,97,6,1
A707441,0,3,10916,1,365,3,7,19,16,3,4,1,6,1,0,11,2,5
A688736,1,5,16,0,180,1,1,11,14,2,1,1,6,1,0,106,27,5
A683127,0,3,10916,0,90,1,7,8,11,2,4,0,1,0,0,106,25,5
A675604,1,6,8,1,730,3,4,2,17,3,3,0,2,1,1,40,1,4
A676912,0,3,10916,0,365,2,4,17,9,1,3,0,3,0,0,114,4,3
A713266,1,12,4,0,1825,3,10,21,13,2,2,0,2,1,0,106,4,5
A688687,0,3,10916,0,90,1,9,23,9,1,2,0,1,0,0,106,25,5
A689135,0,3,10916,0,60,1,10,5,17,3,2,1,6,1,0,106,4,1
A715100,1,4,43,1,365,3,11,25,14,2,2,0,2,0,1,35,27,1
A700506,1,6,13,1,2190,5,4,28,18,3,3,0,1,1,0,97,2,5
A711280,0,3,10916,1,30,1,9,7,18,3,2,0,0,0,0,97,25,5
A669458,1,6,16,1,60,1,12,24,12,2,5,0,1,0,0,97,27,1
A711316,1,5,25,0,730,2,9,5,18,3,2,1,5,1,0,114,23,1
A682722,1,7,13,1,365,3,7,2,14,2,4,0,2,1,0,37,6,4
A683098,1,5,4,0,3650,4,8,4,14,2,4,0,0,1,1,106,25,5
A683254,0,3,10916,0,21,1,7,8,15,2,4,0,1,0,1,109,25,5
A626847,1,5,57,1,730,3,10,4,18,3,2,1,5,1,0,97,25,1
A668695,1,9,1,1,1095,3,1,5,14,2,1,1,6,1,0,97,25,5
A715460,1,5,3,0,365,2,12,28,14,2,5,0,0,1,1,106,25,5
A687951,1,4,71,1,3650,5,11,1,11,2,2,1,5,1,0,37,27,5
A685739,1,6,10,1,365,3,11,21,17,3,2,0,4,1,0,60,22,1
A695279,1,7,45,1,365,3,1,14,17,3,1,0,2,1,0,25,7,5
A711482,1,4,19,0,120,1,12,22,13,2,5,0,1,1,1,106,27,1
A646538,1,4,11,1,730,3,4,27,18,3,3,1,6,1,0,18,21,1
A430671,0,3,10916,1,2920,5,5,27,17,3,3,0,1,1,0,35,27,3
A669045,1,4,88,1,210,2,12,13,18,3,5,0,4,0,0,37,27,5
A699268,1,6,19,1,1460,5,8,27,12,2,4,0,3,1,0,97,2,1
A712592,0,3,10916,0,2,1,9,25,16,3,2,0,4,0,1,106,25,5
A678320,1,7,4,1,365,3,5,14,17,3,3,0,2,1,0,31,25,1
A705469,0,3,10916,0,21,1,6,17,18,3,4,0,2,2,2,106,25,5
A691774,1,5,195,0,4380,5,12,30,7,1,5,0,1,1,0,86,25,1
A709676,1,7,1,1,365,3,8,19,15,2,4,0,2,1,1,79,22,1
A686155,1,5,3,1,180,1,8,22,17,3,4,0,4,1,1,97,27,1
A676714,1,6,1,1,365,3,4,20,17,3,3,1,6,1,0,18,24,1
A693292,0,3,10916,1,60,1,12,9,17,3,5,0,1,1,0,37,27,1
A719261,0,3,10916,1,60,1,1,20,11,2,1,0,2,0,0,37,27,5
A720352,1,5,51,1,2190,5,2,7,18,3,1,1,6,1,0,97,27,4
A670551,1,5,1,1,270,2,1,16,17,3,1,0,3,1,1,37,27,4
A609629,1,4,22,1,4015,5,3,24,16,3,1,0,1,0,1,7,6,4
A717496,1,6,18,1,1095,3,12,18,16,3,5,0,4,1,1,28,2,1
A716259,1,5,3,1,150,1,11,21,19,3,2,1,5,1,0,80,25,1
A682428,0,3,10916,0,60,1,7,8,14,2,4,0,1,1,0,106,25,5
A694061,1,4,24,0,365,2,12,28,18,3,5,1,6,1,1,106,13,4
A694681,1,4,2,0,60,1,1,25,17,3,1,1,6,1,0,106,2,1
A687769,1,4,22,0,60,1,11,22,15,2,2,1,5,1,0,106,25,1
A671150,0,3,10916,1,365,3,1,23,17,3,1,0,3,1,1,73,27,1
A593205,1,5,7,1,2190,5,4,30,16,3,3,0,2,1,1,80,11,1
A692533,1,5,83,1,365,3,12,4,17,3,5,0,3,1,0,97,27,5
A677625,1,7,1,0,60,1,5,30,19,3,3,0,4,1,1,106,25,1
A668896,1,5,4,0,365,2,12,11,18,3,5,0,2,1,0,106,27,4
A670319,1,5,17,1,1095,3,1,6,12,2,1,0,0,1,1,28,7,4
A688941,0,3,10916,0,120,1,9,27,9,1,2,1,5,0,1,106,25,5
A690002,0,3,10916,0,2920,4,10,14,14,2,2,0,1,0,1,106,25,3
A701538,0,3,10916,1,1095,3,5,12,12,2,3,0,1,1,0,79,3,5
A672982,1,4,37,1,1095,3,3,27,13,2,1,0,3,1,1,60,2,3
A696502,1,5,111,1,1460,5,2,8,14,2,1,1,6,0,1,80,27,3
A689464,1,5,13,0,1825,3,10,19,12,2,2,1,6,1,1,106,25,1
A704402,1,6,1,0,60,1,7,1,15,2,4,0,2,0,0,106,2,1
A680762,1,5,1,0,60,1,7,29,13,2,4,0,1,1,1,106,25,1
A690963,1,6,3,1,60,1,11,2,16,3,2,1,6,1,1,97,25,5
A699387,1,6,4,0,5110,5,3,27,15,2,1,0,4,0,0,106,26,3
A677886,0,3,10916,1,365,3,5,4,17,3,3,1,6,1,0,37,27,1
A677264,1,7,22,1,1095,3,4,24,11,2,3,0,3,1,0,18,2,4
A702917,0,3,10916,1,365,3,5,23,16,3,3,1,5,1,0,79,3,5
A676597,0,3,10916,0,240,2,4,13,13,2,3,1,6,2,2,106,25,5
A683874,0,3,10916,0,28,1,7,16,15,2,4,0,2,0,0,106,26,5
A703192,1,2,5,0,60,1,7,18,18,3,4,1,5,1,0,106,25,1
A636638,1,6,49,1,2190,5,8,1,18,3,4,0,4,1,0,73,2,3
A665906,1,5,25,0,365,2,11,25,13,2,2,0,0,1,0,106,27,1
A694439,1,5,67,1,730,3,1,4,18,3,1,1,6,1,1,73,24,4
A718232,1,10,1,0,365,2,12,28,14,2,5,0,0,1,1,106,13,5
A702053,1,6,16,0,1460,3,5,9,14,2,3,1,5,1,1,114,27,4
A664286,1,5,48,1,730,3,10,7,17,3,2,0,0,1,0,79,2,1
A679129,1,8,2,0,60,1,7,7,12,2,4,0,0,1,1,106,26,1
A717232,1,4,4,1,1095,3,1,4,11,2,1,0,0,1,1,60,27,5
A670988,0,3,10916,0,730,2,1,21,15,2,1,0,1,0,1,106,13,5
A685528,1,8,16,1,1095,3,8,4,17,3,4,0,1,1,0,97,27,4
A662736,0,3,10916,0,365,2,4,17,14,2,3,0,3,1,0,109,27,5
A642671,1,6,1,0,730,2,11,26,15,2,2,0,1,1,0,109,4,4
A287017,1,6,7,1,5110,5,8,16,13,2,4,1,6,1,0,79,27,4
A664573,0,3,10916,0,90,1,10,10,14,2,2,0,3,1,0,106,25,1
A680192,1,7,7,0,365,2,8,23,12,2,4,1,5,1,0,106,27,1
A694923,1,4,8,1,3650,5,1,10,18,3,1,1,5,0,1,60,25,3
A718635,1,7,1,1,180,1,1,10,0,4,1,1,6,1,1,60,27,5
A668005,1,6,25,1,120,1,11,30,17,3,2,1,5,1,1,60,2,1
A624844,1,4,88,1,730,3,6,23,12,2,4,0,0,1,1,18,2,4
A701941,1,6,4,1,1460,5,5,6,17,3,3,0,2,1,1,97,11,4
A698604,1,6,2,0,1825,3,4,8,15,2,3,0,2,1,0,109,26,5
A693820,0,3,10916,1,365,3,12,15,12,2,5,0,0,0,0,63,27,3
A664605,1,6,16,1,1095,3,10,16,18,3,2,0,2,1,0,37,2,4
A682191,1,6,3,0,28,1,6,26,16,3,4,0,3,0,1,50,19,5
A658891,1,9,1,0,365,2,3,18,16,3,1,0,2,1,1,109,2,5
A505682,1,7,2,1,1825,5,1,21,16,3,1,0,1,1,1,37,27,4
A706397,1,5,32,0,30,1,7,23,18,3,4,0,3,1,0,107,4,1
A683301,1,1,39,1,2555,5,7,18,13,2,4,0,4,1,1,97,27,5
A666488,1,6,8,1,3285,5,11,15,15,2,2,0,4,1,0,37,25,4
A699101,1,4,74,1,365,3,3,24,18,3,1,0,1,1,1,99,27,4
A666047,0,3,10916,1,730,3,10,29,12,2,2,0,1,1,1,79,25,4
A713587,1,10,1,1,3650,5,11,3,10,1,2,0,1,1,0,37,27,1
A684256,0,3,10916,0,60,1,7,25,16,3,4,0,4,1,0,106,23,1
A680856,1,7,1,1,730,3,6,10,18,3,4,0,1,1,1,7,21,4
A700312,1,6,5,0,1095,3,5,30,14,2,3,1,5,1,1,45,14,1
A689177,0,3,10916,1,30,1,10,22,15,2,2,0,2,1,1,37,25,1
A667075,1,6,75,0,120,1,12,8,19,3,5,1,6,1,1,106,27,1
A706077,0,3,10916,0,730,2,6,30,15,2,4,0,1,0,0,106,4,5
A713813,1,5,1,0,2920,4,10,22,14,2,2,0,3,1,0,114,25,5
A708424,0,3,10916,1,90,1,7,29,15,2,4,0,2,0,1,60,3,5
A699265,1,6,65,1,730,3,3,28,12,2,1,1,5,1,0,79,11,1
A698574,0,3,10916,0,730,2,3,15,10,1,1,1,6,1,0,106,13,3
A688327,1,5,3,1,1460,5,9,3,18,3,2,0,3,1,1,73,2,5
A706800,0,3,10916,0,90,1,7,19,17,3,4,1,6,1,1,106,27,1
A714470,1,5,4,1,365,3,10,28,14,2,2,0,2,1,1,79,27,1
A435237,1,5,37,1,3285,5,2,16,16,3,1,0,1,1,1,37,27,4
A688215,0,3,10916,0,30,1,9,16,17,3,2,0,1,0,1,106,25,5
A482518,1,3,29,1,2555,5,6,28,12,2,4,1,5,1,1,99,3,4
A682885,0,3,10916,0,21,1,7,4,14,2,4,0,4,0,0,106,25,5
A685426,0,3,10916,0,14,1,8,7,13,2,4,0,3,0,0,106,25,5
A710210,1,6,4,1,730,3,9,17,18,3,2,0,3,1,1,79,27,1
A662329,1,6,32,1,730,3,4,7,13,2,3,0,1,1,1,63,2,1
A671539,1,5,148,1,90,1,2,4,14,2,1,0,1,0,0,97,27,5
A717448,1,5,23,1,365,3,12,26,16,3,5,1,5,1,1,97,6,1
A673662,0,3,10916,0,730,2,3,1,14,2,1,1,5,2,2,106,25,5
A717076,1,7,3,0,365,2,12,23,16,3,5,0,2,1,0,106,25,1
A693296,0,3,10916,0,180,1,12,6,9,1,5,1,5,0,1,106,26,5
A485651,1,5,20,1,2190,5,11,2,17,3,2,1,5,1,0,11,11,4
A673729,0,3,10916,1,30,1,3,1,13,2,1,1,5,0,0,80,27,5
A693157,1,5,1,1,730,3,12,5,16,3,5,0,4,1,0,80,11,4
A684283,1,5,125,1,730,3,7,31,18,3,4,0,3,1,1,97,27,4
A712176,1,5,5,1,150,1,9,26,9,1,2,1,5,1,0,37,21,5
A688365,1,5,195,1,365,3,9,19,13,2,2,0,4,1,0,60,26,4
A699563,1,3,12,1,2190,5,4,7,18,3,3,0,1,1,0,60,22,4
A554865,1,4,16,1,2190,5,1,12,0,4,1,0,0,1,1,25,2,5
A670416,1,6,21,1,730,3,1,8,16,3,1,0,2,1,1,17,2,4
A693833,1,5,1,1,2555,5,12,24,11,2,5,0,2,1,1,60,27,4
A698705,1,4,17,1,730,3,12,10,13,2,5,0,3,1,1,37,27,1
A665251,1,5,1,1,180,1,10,20,13,2,2,1,6,1,0,60,25,5
A677664,1,4,22,1,60,1,5,8,16,3,3,0,3,0,1,7,3,1
A705886,1,5,1,0,60,1,7,8,17,3,4,0,2,1,0,106,27,1
A693546,1,6,3,1,365,3,12,15,18,3,5,0,0,1,0,4,2,1
A666184,1,6,51,0,90,1,11,11,16,3,2,0,0,1,1,106,27,1
A676098,1,4,1,1,730,3,4,28,18,3,3,0,0,1,1,97,11,1
A686700,1,6,12,1,210,2,8,30,12,2,4,1,5,1,1,28,2,1
A677483,0,3,10916,0,28,1,4,27,12,2,3,1,6,0,0,106,27,5
A625400,1,4,13,1,1095,3,4,27,12,2,3,1,6,1,1,60,2,4
A706228,1,4,17,1,730,3,6,27,15,2,4,1,5,0,1,99,3,5
A552342,1,7,1,1,1460,5,1,6,17,3,1,0,0,1,0,41,27,5
A702982,0,3,10916,0,14,1,5,19,18,3,3,0,1,2,2,106,25,5
A664339,1,4,7,0,120,1,12,24,15,2,5,0,1,1,1,110,27,5
A680804,0,3,10916,0,2555,4,6,8,12,2,4,1,6,0,1,106,27,3
A677815,1,4,96,1,1095,3,5,3,12,2,3,1,5,1,1,18,3,5
A689616,1,7,6,0,730,2,10,11,18,3,2,1,5,1,1,114,27,1
A708761,1,5,1,0,30,1,8,5,16,3,4,0,2,0,0,106,13,5
A670822,1,6,32,1,730,3,2,15,14,2,1,1,5,1,1,28,25,1
A690633,1,7,43,1,365,3,11,5,12,2,2,0,2,1,1,37,27,1
